Date;Puissance moyenne journaliere de injection RTE;Puissance moyenne journaliere du refoulement RTE;Puissance moyenne journaliere des pertes modelisees;Energie moyenne journaliere des consommations totales;Energie moyenne journaliere des consommations HTA profilees;Puissance moyenne journaliere de la production decentralisee totale;Puissance moyenne journaliere de la production decentralisee profilee;Puissance moyenne journaliere de la production photovoltaique profilee;Temperature moyenne journaliere realisee;Temperature moyenne journaliere normale;Temperature moyenne journaliere realisee lissee;Temperature moyenne journaliere normale lissee;Puissance moyenne journaliere de la production eolienne totale;Puissance moyenne journaliere de la production photovoltaique totale;Puissance moyenne journaliere de la production autre;mois;Puissance moyenne journaliere du soutirage net vers autres GRD;Energie moyenne journaliere des consommations HTA telerelevees a courbe de charge;Energie moyenne journaliere des consommations totales profilees;Puissance moyenne journaliere de la production decentralisee telerelevee a courbe de charge;Puissance moyenne journaliere de la production autre profilee;Categorie client;Puissance moyenne journaliere
2012-06-10;27286108020.8333;453855270.833333;1815507966.39583;27115636859.6042;967713909.104167;2364114896.83333;503119775.166667;372069751.166667;15.4114583333333;18.259375;16.1916666666667;18.5;806579216.104167;517465865.729167;1040069908.166666;6;265222820.83333367;7539487153.54167;19576149706.0625;1860995121.66667;677751.354166667;Professionnels;3164775742.9375
2012-06-11;33622212104.1667;658453312.5;2061091889.20833;33393254266.3542;1691359940.41667;2798598092.52083;503374366.895833;377367551.666667;15.6302083333333;18.371875;16.0666666666667;18.59375;1189199596.91667;564206455.479167;1045193498.5;6;308010728.7499997;11907563955.0;21485690311.3542;2295223725.625;687513.979166667;Residentiels;11495243048.0208
2012-06-11;33622212104.1667;658453312.5;2061091889.20833;33393254266.3542;1691359940.41667;2798598092.52083;503374366.895833;377367551.666667;15.6302083333333;18.371875;16.0666666666667;18.59375;1189199596.91667;564206455.479167;1045193498.5;6;308010728.7499997;11907563955.0;21485690311.3542;2295223725.625;687513.979166667;PME / PMI;4384220881.64583
2012-06-11;33622212104.1667;658453312.5;2061091889.20833;33393254266.3542;1691359940.41667;2798598092.52083;503374366.895833;377367551.666667;15.6302083333333;18.371875;16.0666666666667;18.59375;1189199596.91667;564206455.479167;1045193498.5;6;308010728.7499997;11907563955.0;21485690311.3542;2295223725.625;687513.979166667;Professionnels;3914866441.08333
2012-06-21;34425496395.8333;917838520.833333;2117777535.54167;34341190687.7708;1923587026.0;3246186058.95833;501192440.208333;383841240.041667;19.5878472222222;19.2590277777778;19.4083333333333;19.51875;1687994123.41667;613291321.6875;944902618.6458336;6;294875710.625;12991043398.9583;21350147288.8125;2744993618.75;691962.25;Residentiels;10610135973.2292
2012-06-26;35539847333.3333;268767125.0;2204622212.14583;34640158981.125;1979246708.54167;1883625205.45833;491373212.125;383619004.520833;20.1298611111111;19.671875;19.4041666666667;19.9375;343598909.583333;633166422.583333;906859924.041667;6;309924220.4166663;13120952314.7917;21519206666.3333;1392251993.33333;689640.25;Entreprises;15100199023.33337
2012-07-23;33085603354.1667;541738708.333333;1972606903.4375;32698764035.6667;1744834399.70833;2428474119.8125;441852698.145833;382448150.9375;20.3072916666667;21.0875;19.7770833333333;21.4625;1040762988.8125;675321487.8125;712389663.1458337;7;300967826.4583337;11953278134.5833;20745485901.0833;1986621421.66667;822337.916666667;Residentiels;10742236774.9375
2012-07-23;33085603354.1667;541738708.333333;1972606903.4375;32698764035.6667;1744834399.70833;2428474119.8125;441852698.145833;382448150.9375;20.3072916666667;21.0875;19.7770833333333;21.4625;1040762988.8125;675321487.8125;712389663.1458337;7;300967826.4583337;11953278134.5833;20745485901.0833;1986621421.66667;822337.916666667;Professionnels;3941462003.22917
2012-07-25;35518245375.0;143603333.333333;2152136510.85417;34576045285.3125;1948851252.58333;1672019790.45833;442426824.833333;382960555.729167;23.7368055555556;21.1;22.4104166666667;21.4833333333333;311116151.666667;659253989.458333;701649705.5833334;7;318480036.0416667;13038937915.0;21537107370.3125;1229592965.625;822367.895833333;Residentiels;10700256644.7292
2012-07-25;35518245375.0;143603333.333333;2152136510.85417;34576045285.3125;1948851252.58333;1672019790.45833;442426824.833333;382960555.729167;23.7368055555556;21.1;22.4104166666667;21.4833333333333;311116151.666667;659253989.458333;701649705.5833334;7;318480036.0416667;13038937915.0;21537107370.3125;1229592965.625;822367.895833333;Entreprises;14987789167.58333
2012-07-25;35518245375.0;143603333.333333;2152136510.85417;34576045285.3125;1948851252.58333;1672019790.45833;442426824.833333;382960555.729167;23.7368055555556;21.1;22.4104166666667;21.4833333333333;311116151.666667;659253989.458333;701649705.5833334;7;318480036.0416667;13038937915.0;21537107370.3125;1229592965.625;822367.895833333;PME / PMI;4619308631.4375
2012-07-25;35518245375.0;143603333.333333;2152136510.85417;34576045285.3125;1948851252.58333;1672019790.45833;442426824.833333;382960555.729167;23.7368055555556;21.1;22.4104166666667;21.4833333333333;311116151.666667;659253989.458333;701649705.5833334;7;318480036.0416667;13038937915.0;21537107370.3125;1229592965.625;822367.895833333;Professionnels;4268690841.47917
2012-08-05;26319237041.6667;347746395.833333;1698357345.875;26023616923.875;1078915338.47917;2004631516.60417;425670861.604167;391264712.854167;18.9697916666667;20.9371527777778;20.0770833333333;21.38125;778497623.979167;572915224.583333;653217129.041667;8;254147892.7083337;7149970153.95833;18873646769.9167;1578960655.0;932976.666666667;Residentiels;11120232362.3958
2012-08-08;31292972645.8333;137211895.833333;1837755820.8125;30645522543.4375;1855360270.72917;1619646996.72917;412677666.729167;379483033.75;20.5875;20.8034722222222;20.1854166666667;21.2729166666667;300282467.375;651328249.5;668032146.5625004;8;292129382.4999997;10271776051.4583;20373746491.9792;1206969330.0;904361.770833333;PME / PMI;4323089119.375
2012-08-08;31292972645.8333;137211895.833333;1837755820.8125;30645522543.4375;1855360270.72917;1619646996.72917;412677666.729167;379483033.75;20.5875;20.8034722222222;20.1854166666667;21.2729166666667;300282467.375;651328249.5;668032146.5625004;8;292129382.4999997;10271776051.4583;20373746491.9792;1206969330.0;904361.770833333;Professionnels;3977757519.85417
2012-08-09;31667560833.3333;219242166.666667;1864789550.0625;31157811396.8958;1895748797.83333;1871445907.16667;412672575.5;379642097.0625;22.271875;20.7625;21.3208333333333;21.2291666666667;570531270.6875;647111810.75;653798913.2083333;8;297163626.875;10481019772.2917;20676791624.6042;1458773331.66667;903573.3125;PME / PMI;4386273460.97917
2012-08-29;34476974270.8333;363733250.0;2072021901.4375;33925068502.6458;1995122352.625;2199244400.39583;370281652.6875;340097441.854167;19.9170138888889;19.140625;20.5854166666667;19.6770833333333;1116617720.72917;492018994.4375;590606579.5208325;8;315395017.083333;12676050302.9167;21249018199.7292;1828962747.70833;803494.541666667;Entreprises;14671172655.5417
2012-09-17;34314142812.5;102937333.333333;2065793827.8125;33114364274.3125;1770563569.375;1285999190.02083;308605727.520833;280635918.479167;17.2190972222222;16.878125;17.2145833333333;17.4270833333333;254718156.9375;465007560.125;566271486.104166;9;317046567.0833333;12045421946.875;21068942327.4375;977393462.5;352873.354166667;Residentiels;11302201263.8125
2012-09-26;36265581375.0;1040456833.33333;2213975673.91667;36069773453.375;2049808678.75;3395614295.8125;285913070.8125;258416453.520833;14.2090277777778;15.715625;15.4583333333333;16.2645833333333;2411130999.375;337232110.104167;647250732.7083337;9;336989710.2083333;12713846280.0;23355927173.375;3109701225.0;336980.8125;PME / PMI;4564169636.6875
2012-09-26;36265581375.0;1040456833.33333;2213975673.91667;36069773453.375;2049808678.75;3395614295.8125;285913070.8125;258416453.520833;14.2090277777778;15.715625;15.4583333333333;16.2645833333333;2411130999.375;337232110.104167;647250732.7083337;9;336989710.2083333;12713846280.0;23355927173.375;3109701225.0;336980.8125;Professionnels;4445493599.14583
2012-09-29;31766437687.5;275643312.5;2155625134.0;30859625146.5208;1201373039.70833;1834947384.39583;281643119.1875;258722286.9375;13.7215277777778;15.3690972222222;14.3875;15.8729166666667;805014837.291667;341171047.291667;688760783.666667;9;310491478.9583333;8875467895.625;21984157250.8958;1553304265.20833;337580.229166667;Entreprises;10076840935.33333
2012-10-09;37606437104.1667;376309187.5;2318500583.6875;36305463503.375;1924676360.125;1747729984.16667;234923787.083333;207998588.145833;17.0541666666667;14.078125;16.5916666666667;14.5479166666667;777052491.041667;339077247.1875;631600186.9791657;10;353893813.7500003;12950736562.2917;23354726941.0833;1512806197.08333;1221348.60416667;Residentiels;12539458326.7083
2012-10-21;31012879875.0;593360812.5;2092253476.8125;30182923143.5208;999536434.541667;2164806720.375;214210972.875;183638975.645833;16.0430555555556;12.465625;15.6104166666667;12.9041666666667;1174494449.6875;253774687.229167;736537536.7708336;10;309149162.5;7801496718.75;22381426424.7708;1950595747.5;1115060.08333333;Entreprises;8801033153.291668
2012-10-21;31012879875.0;593360812.5;2092253476.8125;30182923143.5208;999536434.541667;2164806720.375;214210972.875;183638975.645833;16.0430555555556;12.465625;15.6104166666667;12.9041666666667;1174494449.6875;253774687.229167;736537536.7708336;10;309149162.5;7801496718.75;22381426424.7708;1950595747.5;1115060.08333333;PME / PMI;3012445047.1875
2012-10-21;31012879875.0;593360812.5;2092253476.8125;30182923143.5208;999536434.541667;2164806720.375;214210972.875;183638975.645833;16.0430555555556;12.465625;15.6104166666667;12.9041666666667;1174494449.6875;253774687.229167;736537536.7708336;10;309149162.5;7801496718.75;22381426424.7708;1950595747.5;1115060.08333333;Professionnels;3555415132.02083
2012-10-26;40092364062.5;1123544916.66667;2522994693.22917;39622009911.875;1806070775.0;3553649566.54167;198035953.416667;164103391.375;11.9972222222222;11.753125;13.25;12.1791666666667;2582403864.29167;196973927.5625;774271809.2708333;10;377464107.291667;12373247245.0;27248762666.875;3355613613.125;990974.333333333;Residentiels;15673200107.7292
2012-10-26;40092364062.5;1123544916.66667;2522994693.22917;39622009911.875;1806070775.0;3553649566.54167;198035953.416667;164103391.375;11.9972222222222;11.753125;13.25;12.1791666666667;2582403864.29167;196973927.5625;774271809.2708333;10;377464107.291667;12373247245.0;27248762666.875;3355613613.125;990974.333333333;Entreprises;14179318020.0
2011-09-18;27514145083.3333;1134940958.33333;1834638797.14583;27293296628.8958;986580601.354167;3030490893.0;256797775.5;219575342.416667;14.0392361111111;16.765625;16.3833333333333;17.66875;2180763464.33333;274377030.979167;575350397.604167;9;281759591.8750003;7748611639.375;19544684989.5208;2773693117.5;0.0;Entreprises;8735192240.729168
2011-10-05;35452690437.5;318473416.666667;2198874485.79167;34438704613.2917;1768907971.33333;1836859839.95833;218416537.666667;188304993.645833;17.59375;14.590625;18.61875;15.0833333333333;1075770547.72917;283140698.166667;477948593.916667;10;333497761.666667;13126433523.9583;21312271089.3333;1618443302.29167;0.0;Residentiels;11368859617.8125
2011-10-05;35452690437.5;318473416.666667;2198874485.79167;34438704613.2917;1768907971.33333;1836859839.95833;218416537.666667;188304993.645833;17.59375;14.590625;18.61875;15.0833333333333;1075770547.72917;283140698.166667;477948593.916667;10;333497761.666667;13126433523.9583;21312271089.3333;1618443302.29167;0.0;Entreprises;14895341495.29163
2011-10-05;35452690437.5;318473416.666667;2198874485.79167;34438704613.2917;1768907971.33333;1836859839.95833;218416537.666667;188304993.645833;17.59375;14.590625;18.61875;15.0833333333333;1075770547.72917;283140698.166667;477948593.916667;10;333497761.666667;13126433523.9583;21312271089.3333;1618443302.29167;0.0;PME / PMI;4072007185.27083
2011-10-07;34938152333.3333;1178459187.5;2157586095.35417;34604650341.3125;1757813808.39583;3347871791.89583;219218057.104167;189224964.583333;12.9100694444444;14.328125;15.7104166666667;14.8208333333333;2543088283.16667;277693100.458333;527090408.2708334;10;345328501.0416667;12497618198.125;22107032143.1875;3128653734.79167;0.0;Professionnels;4336627263.9375
2011-10-14;36635242354.1667;527408000.0;2288931785.35417;35545537928.4583;1729953719.25;2089082381.72917;204315401.9375;171101106.75;13.1739583333333;13.403125;14.8270833333333;13.8708333333333;1282986027.70833;273033602.604167;533062751.50000036;10;362447022.0833337;12516811018.3333;23028726910.125;1884766979.79167;0.0;Residentiels;12639710477.5208
2011-10-15;33001413979.1667;486245333.333333;2306351131.95833;31729914171.625;1097420891.89583;1863579849.70833;204319137.625;171104652.375;11.5875;13.25625;13.7020833333333;13.7375;1055810633.125;277428372.625;530340843.79166734;10;342483191.875;9148778096.04167;22581136075.5833;1659260712.08333;0.0;Entreprises;10246198987.9375
2011-10-16;31441663500.0;107064562.5;2169607163.3125;29881244883.7292;947564857.958333;1053780142.20833;204316718.041667;171102517.645833;11.7329861111111;13.115625;13.1375;13.5979166666667;280044898.395833;274115859.0;499619384.8333337;10;337527032.708333;7789474351.25;22091770532.4792;849463424.166667;0.0;Residentiels;14847143548.5625
2011-10-16;31441663500.0;107064562.5;2169607163.3125;29881244883.7292;947564857.958333;1053780142.20833;204316718.041667;171102517.645833;11.7329861111111;13.115625;13.1375;13.5979166666667;280044898.395833;274115859.0;499619384.8333337;10;337527032.708333;7789474351.25;22091770532.4792;849463424.166667;0.0;PME / PMI;2917338809.89583
2011-10-26;41609584250.0;648295833.333333;2703942120.22917;40539670281.0;1738251380.5;2699238491.64583;179183550.604167;137065001.916667;11.5138888888889;11.753125;11.8375;12.1791666666667;1832078355.79167;235888271.6875;631271864.229167;10;416914507.083333;12943504274.5833;27596166006.4167;2520054941.04167;0.0;Entreprises;14681755655.0833
2011-10-26;41609584250.0;648295833.333333;2703942120.22917;40539670281.0;1738251380.5;2699238491.64583;179183550.604167;137065001.916667;11.5138888888889;11.753125;11.8375;12.1791666666667;1832078355.79167;235888271.6875;631271864.229167;10;416914507.083333;12943504274.5833;27596166006.4167;2520054941.04167;0.0;Professionnels;5207137345.54167
2011-11-03;38307794687.5;1580630479.16667;2428764264.04167;39123583689.4167;2409702016.20833;5211665113.14583;189950447.520833;117932263.958333;15.7604166666667;10.5864583333333;14.65625;11.0;3103404191.08333;137845178.3125;1970415743.6041694;11;386481367.9166667;12872296622.2917;26251287067.125;5021714665.625;0.0;Residentiels;13894005969.6042
2011-11-04;38488619416.6667;910250750.0;2442112930.22917;38791146636.3333;2300203670.72917;4036891224.10417;190061839.104167;118208408.729167;13.6833333333333;10.446875;14.24375;10.8583333333333;1842185714.29167;144759064.75;2049946445.0000038;11;382000324.1666667;12485616218.125;26305530418.2083;3846829385.0;0.0;Professionnels;4908758585.89583
2011-11-20;37816819708.3333;392205416.666667;2747204352.22917;37414615109.5208;1305570948.04167;3164560237.97917;172333842.354167;91804780.3541667;9.64375;8.12395833333333;9.74791666666667;8.48958333333333;790730591.895833;145178412.1875;2228651233.9999995;11;427355067.9166663;8092997876.45833;29321617233.0625;2992226395.625;0.0;Residentiels;20223996721.1042
2011-11-20;37816819708.3333;392205416.666667;2747204352.22917;37414615109.5208;1305570948.04167;3164560237.97917;172333842.354167;91804780.3541667;9.64375;8.12395833333333;9.74791666666667;8.48958333333333;790730591.895833;145178412.1875;2228651233.9999995;11;427355067.9166663;8092997876.45833;29321617233.0625;2992226395.625;0.0;PME / PMI;3692871869.58333
2011-11-24;47081568083.3333;150329375.0;3212446354.95833;46145052462.5417;2333719023.52083;2914068932.64583;167190162.229167;84489532.0;7.796875;7.584375;9.10625;7.93541666666667;533626616.5625;142070788.270833;2238371528.000004;11;487808823.5416663;13141755208.5417;33003297254.0;2746878770.41667;0.0;Residentiels;19348084845.0208
2011-11-24;47081568083.3333;150329375.0;3212446354.95833;46145052462.5417;2333719023.52083;2914068932.64583;167190162.229167;84489532.0;7.796875;7.584375;9.10625;7.93541666666667;533626616.5625;142070788.270833;2238371528.000004;11;487808823.5416663;13141755208.5417;33003297254.0;2746878770.41667;0.0;PME / PMI;5577179998.95833
2013-04-28;35668285145.8333;351866312.5;2499498076.66667;34952734526.25;1161338902.83333;2484841203.9375;391751025.1875;337176983.458333;7.77118055555556;13.584375;10.1291666666667;13.73125;728841587.0625;474567239.520833;1281428202.583333;4;349027434.3750003;7842516788.75;27110217737.5;2093090178.75;512499.541666667;Professionnels;3984458532.35417
2013-05-02;38910399500.0;322836937.5;2417406225.54167;38259083538.25;2099468329.79167;2439984639.91667;387771976.375;333674246.708333;12.2444444444444;14.05625;11.86875;14.2375;613033793.3125;534720091.9375;1292224423.416667;5;351057438.5416663;11681177763.9583;26577905774.2917;2052212663.54167;1230399.54166667;Residentiels;14543999574.6875
2013-05-03;37807053854.1667;642047187.5;2326055959.875;37606868005.3333;1955796158.27083;3107685826.29167;387967352.75;333835453.791667;12.4298611111111;14.209375;12.2458333333333;14.36875;1238650349.58333;560494305.791667;1308535198.291667;5;339768527.708333;11876756150.0;25730111855.3333;2719718473.54167;1216783.45833333;Entreprises;13832552308.27083
2013-05-03;37807053854.1667;642047187.5;2326055959.875;37606868005.3333;1955796158.27083;3107685826.29167;387967352.75;333835453.791667;12.4298611111111;14.209375;12.2458333333333;14.36875;1238650349.58333;560494305.791667;1308535198.291667;5;339768527.708333;11876756150.0;25730111855.3333;2719718473.54167;1216783.45833333;Professionnels;4889135955.25
2013-05-14;36745776041.6667;708092000.0;2242277461.16667;36959627740.6875;2030134588.64583;3493057856.54167;412421120.916667;356697036.6875;13.0888888888889;15.496875;13.3229166666667;15.6791666666667;1678554390.47917;610124985.6875;1204374841.2500005;5;328836696.2500003;12612400850.0;24347226890.6875;3080636735.625;1236422.0;Residentiels;12974916220.5833
2013-05-14;36745776041.6667;708092000.0;2242277461.16667;36959627740.6875;2030134588.64583;3493057856.54167;412421120.916667;356697036.6875;13.0888888888889;15.496875;13.3229166666667;15.6791666666667;1678554390.47917;610124985.6875;1204374841.2500005;5;328836696.2500003;12612400850.0;24347226890.6875;3080636735.625;1236422.0;Entreprises;14642535438.64583
2013-05-21;40129534145.8333;637040395.833333;2525459868.41667;39804663214.3333;2397445624.5625;3202675262.47917;421280881.4375;364328166.333333;11.8291666666667;16.271875;11.7666666666667;16.4708333333333;1430030149.16667;526761365.208333;1245880423.3750007;5;365045929.791667;12248503843.5417;27556159370.7917;2781394381.04167;1265178.89583333;Entreprises;14645949468.1042
2013-05-24;41701182645.8333;630443333.333333;2649547362.125;41279037085.9792;2382691777.0;3252347667.4375;422052876.1875;365102840.166667;8.18194444444445;16.559375;10.19375;16.7791666666667;1383392987.0625;595454076.895833;1273495835.8333323;5;394502531.875;12555338833.75;28723698252.2292;2830294791.25;1265976.16666667;Entreprises;14938030610.75
2013-06-02;28561077145.8333;1248817937.5;1883248302.66667;29083514344.1042;978310320.791667;3930595271.35417;437667117.395833;392436065.0;14.3173611111111;17.484375;13.9083333333333;17.7104166666667;2030426493.97917;680316807.5625;1219849759.2083325;6;276091832.9166667;7645803465.83333;21437710878.2708;3492928153.95833;1184655.25;Entreprises;8624113786.624996
2013-06-02;28561077145.8333;1248817937.5;1883248302.66667;29083514344.1042;978310320.791667;3930595271.35417;437667117.395833;392436065.0;14.3173611111111;17.484375;13.9083333333333;17.7104166666667;2030426493.97917;680316807.5625;1219849759.2083325;6;276091832.9166667;7645803465.83333;21437710878.2708;3492928153.95833;1184655.25;PME / PMI;3374094996.20833
2013-06-03;34130624812.5;1289079333.33333;2043922810.5625;34852360342.75;1597560280.95833;4367208785.5;439265488.416667;400052019.708333;14.0072916666667;17.584375;14.0979166666667;17.8166666666667;2436951746.47917;726454050.229167;1203801429.1250007;6;312471111.2500003;11905312668.3333;22947047674.4167;3927943297.08333;1206838.60416667;PME / PMI;4626581471.66667
2013-06-03;34130624812.5;1289079333.33333;2043922810.5625;34852360342.75;1597560280.95833;4367208785.5;439265488.416667;400052019.708333;14.0072916666667;17.584375;14.0979166666667;17.8166666666667;2436951746.47917;726454050.229167;1203801429.1250007;6;312471111.2500003;11905312668.3333;22947047674.4167;3927943297.08333;1206838.60416667;Professionnels;4088722007.97917
2013-06-11;34023936770.8333;394850479.166667;2036887773.8125;34038297622.4375;1779914682.60417;2743004488.60417;445350366.3125;407759516.604167;16.9680555555556;18.371875;16.675;18.59375;848382225.229167;665176143.6875;1229443811.9999993;6;296905383.9583333;12720720463.3333;21317577159.1042;2297654122.29167;1221429.64583333;Residentiels;11015280855.3542
2013-06-11;34023936770.8333;394850479.166667;2036887773.8125;34038297622.4375;1779914682.60417;2743004488.60417;445350366.3125;407759516.604167;16.9680555555556;18.371875;16.675;18.59375;848382225.229167;665176143.6875;1229443811.9999993;6;296905383.9583333;12720720463.3333;21317577159.1042;2297654122.29167;1221429.64583333;Professionnels;4129639153.91667
2013-06-27;34010042604.1667;480488583.333333;2035916509.35417;33872575564.1458;1785103432.875;2679674273.89583;452750753.479167;421738664.645833;15.8402777777778;19.7590277777778;16.1479166666667;20.0291666666667;909231827.375;709519160.0625;1060921828.1458327;6;300736221.25;12673985821.0417;21198589743.1042;2226923520.41667;1222442.45833333;Entreprises;14459089253.9167
2013-07-18;35194646437.5;592680916.666667;2112279740.75;35188381197.7917;1962063796.29167;3002099477.5625;465830093.395833;447793978.583333;22.65625;21.109375;23.1875;21.54375;1389217049.41667;692477375.9375;920404141.354167;7;303404059.791667;13408930396.875;21779450800.9167;2536269384.16667;1095660.0;PME / PMI;4861563992.5625
2013-07-18;35194646437.5;592680916.666667;2112279740.75;35188381197.7917;1962063796.29167;3002099477.5625;465830093.395833;447793978.583333;22.65625;21.109375;23.1875;21.54375;1389217049.41667;692477375.9375;920404141.354167;7;303404059.791667;13408930396.875;21779450800.9167;2536269384.16667;1095660.0;Professionnels;4028830864.14583
2013-07-21;28175448562.5;353676875.0;1836827927.6875;27981539898.5417;1048152636.5625;2261197935.10417;465970748.854167;447934756.104167;25.2795138888889;21.1878472222222;24.7354166666667;21.6270833333333;580509610.083333;758414583.291667;922270309.020834;7;264601796.4583333;8510545078.75;19470994819.7917;1795227186.25;1095688.0;Entreprises;9558697715.3125
2013-07-25;36283575333.3333;243702395.833333;2195962561.0;35638324843.8333;1938596786.95833;2108442887.1875;459185920.3125;442400390.104167;24.1489583333333;21.2215277777778;24.4125;21.6791666666667;431365771.416667;746530453.229167;930541719.9166672;7;314028419.7916663;13459594457.9167;22178730385.9167;1649256966.875;1095675.0;Entreprises;15398191244.87503
2013-07-27;30329797208.3333;850536041.666667;2014785392.25;30085824730.7708;1219830129.22917;2892503432.89583;458057717.479167;442511073.5625;24.0854166666667;21.2125;24.6395833333333;21.69375;1302175781.77083;711558208.041667;878765796.0416663;7;271154476.4583333;9544110277.29167;20541714453.4792;2434445715.41667;1095675.0;Entreprises;10763940406.52084
2013-08-08;30580408354.1667;423727666.666667;1775524769.04167;30394826996.6458;1720903149.0625;2288886784.29167;443311835.125;430515608.479167;18.971875;20.9121527777778;20.4375;21.4291666666667;710497847.666667;668853220.1875;909531434.229167;8;275215706.0416663;10365102952.9167;20029724043.7292;1845574949.16667;1459370.0;PME / PMI;4453906427.39583
2013-08-09;29802065541.6667;728027729.166667;1720942201.72917;30127410319.0417;1691484307.375;3043368145.1875;443572496.020833;430778774.604167;19.625;20.8409722222222;20.3604166666667;21.3979166666667;1372839157.83333;721919209.104167;948606562.3541673;8;269053436.875;10121509574.7917;20005900744.25;2599795649.16667;1459306.0;PME / PMI;4333694380.83333
2013-08-15;27059587708.3333;206408458.333333;1743958009.77083;26729734883.1458;1004321617.39583;1881303386.79167;430564775.958333;417889998.520833;20.3326388888889;20.453125;20.3479166666667;21.0270833333333;303632936.25;731530701.291667;846135663.8333328;8;260789743.75000033;8183222520.0;18546512363.1458;1450738610.83333;1459322.0;Entreprises;9187544137.39583
2013-08-20;31496733062.5;448140437.5;1838888464.33333;31276796230.875;1782166922.29167;2354520093.97917;414873108.354167;402343714.625;19.1923611111111;20.0284722222222;20.5375;20.6291666666667;821052822.770833;724452860.645833;809011686.4583323;8;287428023.75;11056318489.7917;20220477741.0833;1939646985.625;1462661.0;Entreprises;12838485412.08337
2013-09-08;27095246312.5;266916416.666667;1747758293.08333;26670057859.1667;928662051.9375;1846890797.64583;369421886.8125;355269360.520833;16.2704861111111;17.940625;18.1729166666667;18.55625;547679085.666667;530566456.145833;768643664.8541666;9;257404541.45833302;7702191575.625;18967866283.5417;1477468910.83333;2416472.0;Residentiels;11765516624.9792
2013-09-08;27095246312.5;266916416.666667;1747758293.08333;26670057859.1667;928662051.9375;1846890797.64583;369421886.8125;355269360.520833;16.2704861111111;17.940625;18.1729166666667;18.55625;547679085.666667;530566456.145833;768643664.8541666;9;257404541.45833302;7702191575.625;18967866283.5417;1477468910.83333;2416472.0;Entreprises;8630853627.5625
2013-09-20;34940077020.8333;490748833.333333;2091735999.60417;34431406013.875;1837715353.125;2390539017.70833;334411497.708333;321164560.895833;16.1736111111111;16.390625;15.8583333333333;17.0020833333333;1022899799.45833;538845304.604167;828791676.7708323;9;316725191.666667;12237983498.5417;22193422515.3333;2056127520.0;2420065.0;Professionnels;4310827978.85417
2013-09-23;33869579916.6667;331705041.666667;2016061360.27083;33361028111.5833;1658727130.58333;2145960648.75;312071975.833333;299043324.416667;17.8708333333333;15.9902777777778;17.49375;16.60625;832451434.041667;579921832.979167;733586375.416666;9;306746051.875;12122390537.9167;21238637573.6667;1833888672.91667;2420327.0;Residentiels;11421210433.0833
2013-10-06;28250446583.3333;386889083.333333;1843468028.125;27650343832.875;914387756.208333;1912080889.8125;270119103.770833;258484908.6875;15.2239583333333;14.3065972222222;16.7104166666667;14.8708333333333;594959575.041667;451847402.354167;865272517.249999;10;281826528.7499997;7729940803.125;19920403029.75;1641961786.04167;608412.0;PME / PMI;2944207480.1875
2013-10-09;36300655895.8333;387870145.833333;2199344935.66667;35608566671.1458;1810681527.875;2225710531.39583;248820939.9375;236129271.5625;14.9913194444444;13.903125;15.6229166666667;14.4604166666667;1028442388.9375;413331059.416667;783935188.4166663;10;330584674.583333;12835421242.7083;22773145428.4375;1976889591.45833;608874.0;Residentiels;12065001500.75
2013-10-09;36300655895.8333;387870145.833333;2199344935.66667;35608566671.1458;1810681527.875;2225710531.39583;248820939.9375;236129271.5625;14.9913194444444;13.903125;15.6229166666667;14.4604166666667;1028442388.9375;413331059.416667;783935188.4166663;10;330584674.583333;12835421242.7083;22773145428.4375;1976889591.45833;608874.0;Entreprises;14646102770.5833
2013-10-09;36300655895.8333;387870145.833333;2199344935.66667;35608566671.1458;1810681527.875;2225710531.39583;248820939.9375;236129271.5625;14.9913194444444;13.903125;15.6229166666667;14.4604166666667;1028442388.9375;413331059.416667;783935188.4166663;10;330584674.583333;12835421242.7083;22773145428.4375;1976889591.45833;608874.0;PME / PMI;4529630712.625
2013-10-10;36926679395.8333;1193425770.83333;2250178409.70833;37121425672.3333;1901077237.52083;3973862892.10417;249202871.895833;236509907.395833;11.4371527777778;13.7690972222222;13.9041666666667;14.3208333333333;2781624902.47917;384915272.645833;807321702.208333;10;335512435.0;12863954212.0833;24257471460.25;3724660020.20833;608874.0;Residentiels;12935222403.25
2013-10-12;36620003208.3333;254645312.5;2565766817.72917;35381478844.5833;1147430701.29167;1950134012.60417;249267441.770833;236647153.208333;8.89618055555556;13.503125;10.9416666666667;14.0520833333333;661776758.104167;405858340.666667;882497020.1458337;10;368246246.041667;9186144622.70833;26195334221.875;1700866570.83333;608873.0;Residentiels;16860953074.2917
2013-10-12;36620003208.3333;254645312.5;2565766817.72917;35381478844.5833;1147430701.29167;1950134012.60417;249267441.770833;236647153.208333;8.89618055555556;13.503125;10.9416666666667;14.0520833333333;661776758.104167;405858340.666667;882497020.1458337;10;368246246.041667;9186144622.70833;26195334221.875;1700866570.83333;608873.0;Professionnels;4406368582.70833
2013-10-14;39909395875.0;660243083.333333;2491414994.72917;39352532622.7708;1745196551.41667;2966061090.60417;225453449.145833;211522735.791667;12.9381944444444;13.24375;11.8875;13.7729166666667;1738128671.97917;361077334.854167;866854354.104167;10;371266264.7916663;12302556547.7083;27049976075.0625;2740607641.45833;608925.0;Entreprises;14047753099.12497
